process_type,case_id,activity,event_time,employee_id
employee-onboarding,ON-0048,書類選考,2024-10-26 18:39:00,EMP-007
employee-onboarding,ON-0048,一次面接,2024-10-30 18:39:00,EMP-008
employee-onboarding,ON-0048,最終面接,2024-11-09 18:39:00,EMP-009
employee-onboarding,ON-0048,内定通知,2024-11-13 18:39:00,EMP-007
employee-onboarding,ON-0048,入社手続,2024-12-10 18:39:00,EMP-010
employee-onboarding,ON-0048,オリエンテーション,2024-12-11 18:39:00,EMP-012
employee-onboarding,ON-0049,応募受付,2024-03-18 04:12:00,SYSTEM
employee-onboarding,ON-0049,書類選考,2024-03-20 04:12:00,EMP-007
employee-onboarding,ON-0049,一次面接,2024-03-27 04:12:00,EMP-008
employee-onboarding,ON-0049,不合格通知,2024-03-28 04:12:00,SYSTEM
employee-onboarding,ON-0050,応募受付,2024-08-22 04:20:00,SYSTEM
employee-onboarding,ON-0050,書類選考,2024-08-25 04:20:00,EMP-007
employee-onboarding,ON-0050,一次面接,2024-08-28 04:20:00,EMP-008
employee-onboarding,ON-0050,最終面接,2024-09-07 04:20:00,EMP-009
employee-onboarding,ON-0050,不合格通知,2024-09-08 04:20:00,SYSTEM
employee-onboarding,ON-0051,応募受付,2024-06-09 20:03:00,SYSTEM
employee-onboarding,ON-0051,書類選考,2024-06-10 20:03:00,EMP-007
employee-onboarding,ON-0051,一次面接,2024-06-14 20:03:00,EMP-008
employee-onboarding,ON-0051,不合格通知,2024-06-15 20:03:00,SYSTEM
employee-onboarding,ON-0052,応募受付,2024-03-27 18:48:00,SYSTEM
employee-onboarding,ON-0052,書類選考,2024-03-28 18:48:00,EMP-007
employee-onboarding,ON-0052,一次面接,2024-03-31 18:48:00,EMP-008
employee-onboarding,ON-0052,最終面接,2024-04-08 18:48:00,EMP-009
employee-onboarding,ON-0052,内定通知,2024-04-13 18:48:00,EMP-007
employee-onboarding,ON-0052,入社手続,2024-05-10 18:48:00,EMP-010
employee-onboarding,ON-0052,オリエンテーション,2024-05-12 18:48:00,EMP-012
employee-onboarding,ON-0053,応募受付,2024-01-20 17:12:00,SYSTEM
employee-onboarding,ON-0053,書類選考,2024-01-23 17:12:00,EMP-007
employee-onboarding,ON-0053,一次面接,2024-01-26 17:12:00,EMP-008
employee-onboarding,ON-0053,不合格通知,2024-01-27 17:12:00,SYSTEM
employee-onboarding,ON-0054,応募受付,2024-09-28 06:01:00,SYSTEM
employee-onboarding,ON-0054,書類選考,2024-10-01 06:01:00,EMP-007
employee-onboarding,ON-0054,一次面接,2024-10-05 06:01:00,EMP-008
employee-onboarding,ON-0054,最終面接,2024-10-12 06:01:00,EMP-009
employee-onboarding,ON-0054,内定通知,2024-10-14 06:01:00,EMP-007
employee-onboarding,ON-0054,入社手続,2024-11-09 06:01:00,EMP-010
employee-onboarding,ON-0054,オリエンテーション,2024-11-12 06:01:00,EMP-012
employee-onboarding,ON-0055,応募受付,2024-03-26 02:52:00,SYSTEM
employee-onboarding,ON-0055,書類選考,2024-03-27 02:52:00,EMP-007
employee-onboarding,ON-0055,一次面接,2024-04-01 02:52:00,EMP-008
employee-onboarding,ON-0055,最終面接,2024-04-10 02:52:00,EMP-009
employee-onboarding,ON-0055,内定通知,2024-04-14 02:52:00,EMP-007
employee-onboarding,ON-0055,入社手続,2024-05-11 02:52:00,EMP-010
employee-onboarding,ON-0055,オリエンテーション,2024-05-14 02:52:00,EMP-012
employee-onboarding,ON-0056,応募受付,2024-06-24 15:22:00,SYSTEM
employee-onboarding,ON-0056,書類選考,2024-06-25 15:22:00,EMP-007
employee-onboarding,ON-0056,一次面接,2024-07-01 15:22:00,EMP-008
employee-onboarding,ON-0056,最終面接,2024-07-07 15:22:00,EMP-009
employee-onboarding,ON-0056,内定通知,2024-07-10 15:22:00,EMP-007
employee-onboarding,ON-0056,入社手続,2024-07-30 15:22:00,EMP-010
employee-onboarding,ON-0056,オリエンテーション,2024-08-02 15:22:00,EMP-012
employee-onboarding,ON-0057,応募受付,2024-09-15 05:07:00,SYSTEM
employee-onboarding,ON-0057,書類選考,2024-09-17 05:07:00,EMP-007
employee-onboarding,ON-0057,不合格通知,2024-09-18 05:07:00,SYSTEM
employee-onboarding,ON-0058,応募受付,2024-01-20 12:56:00,SYSTEM
employee-onboarding,ON-0058,書類選考,2024-01-23 12:56:00,EMP-007
employee-onboarding,ON-0058,一次面接,2024-01-30 12:56:00,EMP-008
employee-onboarding,ON-0058,最終面接,2024-02-08 12:56:00,EMP-009
employee-onboarding,ON-0058,不合格通知,2024-02-09 12:56:00,SYSTEM
employee-onboarding,ON-0059,応募受付,2024-12-04 03:41:00,SYSTEM
employee-onboarding,ON-0059,書類選考,2024-12-05 03:41:00,EMP-007
employee-onboarding,ON-0059,一次面接,2024-12-08 03:41:00,EMP-008
employee-onboarding,ON-0059,最終面接,2024-12-16 03:41:00,EMP-009
employee-onboarding,ON-0059,内定通知,2024-12-20 03:41:00,EMP-007
employee-onboarding,ON-0059,入社手続,2025-01-18 03:41:00,EMP-010
employee-onboarding,ON-0059,オリエンテーション,2025-01-21 03:41:00,EMP-012
employee-onboarding,ON-0060,応募受付,2024-12-21 21:40:00,SYSTEM
employee-onboarding,ON-0060,書類選考,2024-12-22 21:40:00,EMP-007
employee-onboarding,ON-0060,一次面接,2024-12-25 21:40:00,EMP-008
employee-onboarding,ON-0060,最終面接,2025-01-01 21:40:00,EMP-009
employee-onboarding,ON-0060,内定通知,2025-01-04 21:40:00,EMP-007
employee-onboarding,ON-0060,入社手続,2025-01-31 21:40:00,EMP-010
employee-onboarding,ON-0060,オリエンテーション,2025-02-01 21:40:00,EMP-012
invoice-approval,INV-0001,請求書受領,2024-11-12 03:18:00,SYSTEM
invoice-approval,INV-0001,検証割当,2024-11-12 05:05:53,EMP-015
invoice-approval,INV-0001,検証完了,2024-11-12 08:35:08,EMP-015
invoice-approval,INV-0001,承認,2024-11-12 21:22:29,EMP-016
invoice-approval,INV-0001,支払予定登録,2024-11-13 00:57:09,EMP-015
invoice-approval,INV-0001,支払実行,2024-12-04 00:57:09,SYSTEM
invoice-approval,INV-0002,請求書受領,2024-07-02 22:26:00,SYSTEM
invoice-approval,INV-0002,検証割当,2024-07-03 01:30:02,EMP-015
invoice-approval,INV-0002,検証完了,2024-07-03 04:03:08,EMP-015
invoice-approval,INV-0002,承認,2024-07-03 17:11:27,EMP-016
invoice-approval,INV-0002,支払予定登録,2024-07-04 00:47:23,EMP-015
invoice-approval,INV-0002,支払実行,2024-07-19 00:47:23,SYSTEM
invoice-approval,INV-0003,請求書受領,2024-01-02 00:42:00,SYSTEM
invoice-approval,INV-0003,検証割当,2024-01-02 02:19:22,EMP-015
invoice-approval,INV-0003,検証完了,2024-01-02 05:52:08,EMP-015
invoice-approval,INV-0003,承認,2024-01-03 07:36:34,EMP-016
invoice-approval,INV-0003,支払予定登録,2024-01-03 15:18:22,EMP-015
invoice-approval,INV-0003,支払実行,2024-02-01 15:18:22,SYSTEM
invoice-approval,INV-0004,請求書受領,2024-02-08 23:46:00,SYSTEM
invoice-approval,INV-0004,検証割当,2024-02-09 01:28:32,EMP-015
invoice-approval,INV-0004,検証完了,2024-02-09 07:03:29,EMP-015
invoice-approval,INV-0004,承認,2024-02-11 06:33:34,EMP-016
invoice-approval,INV-0004,支払予定登録,2024-02-11 10:20:08,EMP-015
invoice-approval,INV-0004,支払実行,2024-03-01 10:20:08,SYSTEM
invoice-approval,INV-0005,請求書受領,2024-02-21 05:55:00,SYSTEM
invoice-approval,INV-0005,検証割当,2024-02-21 07:11:34,EMP-015
invoice-approval,INV-0005,検証完了,2024-02-21 13:15:38,EMP-015
invoice-approval,INV-0005,承認,2024-02-22 07:01:11,EMP-016
invoice-approval,INV-0005,支払予定登録,2024-02-22 13:27:03,EMP-015
invoice-approval,INV-0005,支払実行,2024-03-01 13:27:03,SYSTEM
invoice-approval,INV-0006,請求書受領,2024-01-24 00:54:00,SYSTEM
invoice-approval,INV-0006,検証割当,2024-01-24 02:52:07,EMP-015
invoice-approval,INV-0006,検証完了,2024-01-24 13:55:46,EMP-015
invoice-approval,INV-0006,承認,2024-01-26 09:17:19,EMP-016
invoice-approval,INV-0006,支払予定登録,2024-01-26 17:01:09,EMP-015
invoice-approval,INV-0006,支払実行,2024-02-08 17:01:09,SYSTEM
invoice-approval,INV-0007,請求書受領,2024-02-17 11:52:00,SYSTEM
invoice-approval,INV-0007,検証割当,2024-02-17 15:15:56,EMP-015
invoice-approval,INV-0007,検証完了,2024-02-17 18:51:33,EMP-015
invoice-approval,INV-0007,承認,2024-02-18 18:56:49,EMP-016
invoice-approval,INV-0007,支払予定登録,2024-02-19 01:57:40,EMP-015
invoice-approval,INV-0007,支払実行,2024-03-17 01:57:40,SYSTEM
invoice-approval,INV-0008,請求書受領,2024-09-01 13:41:00,SYSTEM
invoice-approval,INV-0008,検証割当,2024-09-01 20:53:10,EMP-015
invoice-approval,INV-0008,エラー検出,2024-09-02 01:13:15,EMP-015
invoice-approval,INV-0008,ベンダー問合せ,2024-09-02 19:44:57,EMP-015
invoice-approval,INV-0008,修正受領,2024-09-04 19:44:57,SYSTEM
invoice-approval,INV-0008,検証完了,2024-09-04 19:44:57,EMP-015
invoice-approval,INV-0008,承認,2024-09-05 04:18:45,EMP-016
invoice-approval,INV-0008,支払予定登録,2024-09-05 11:46:48,EMP-015
invoice-approval,INV-0008,支払実行,2024-09-25 11:46:48,SYSTEM
invoice-approval,INV-0009,請求書受領,2024-10-18 21:28:00,SYSTEM
invoice-approval,INV-0009,検証割当,2024-10-18 23:44:07,EMP-015
invoice-approval,INV-0009,検証完了,2024-10-19 07:03:07,EMP-015
invoice-approval,INV-0009,承認,2024-10-19 12:19:11,EMP-016
invoice-approval,INV-0009,支払予定登録,2024-10-19 18:25:36,EMP-015
invoice-approval,INV-0009,支払実行,2024-11-16 18:25:36,SYSTEM
invoice-approval,INV-0010,請求書受領,2024-03-07 15:58:00,SYSTEM
invoice-approval,INV-0010,検証割当,2024-03-07 20:23:00,EMP-015
invoice-approval,INV-0010,検証完了,2024-03-08 10:48:35,EMP-015
invoice-approval,INV-0010,承認,2024-03-08 17:35:47,EMP-016
invoice-approval,INV-0010,支払予定登録,2024-03-08 23:31:35,EMP-015
invoice-approval,INV-0010,支払実行,2024-03-13 23:31:35,SYSTEM
invoice-approval,INV-0011,請求書受領,2024-12-13 16:49:00,SYSTEM
invoice-approval,INV-0011,検証割当,2024-12-13 23:01:19,EMP-015
invoice-approval,INV-0011,検証完了,2024-12-14 11:09:17,EMP-015
invoice-approval,INV-0011,承認,2024-12-16 09:12:30,EMP-016
invoice-approval,INV-0011,支払予定登録,2024-12-16 16:26:50,EMP-015
invoice-approval,INV-0011,支払実行,2025-01-06 16:26:50,SYSTEM
invoice-approval,INV-0012,請求書受領,2024-12-18 22:39:00,SYSTEM
invoice-approval,INV-0012,検証割当,2024-12-19 00:19:00,EMP-015
invoice-approval,INV-0012,検証完了,2024-12-19 11:34:50,EMP-015
invoice-approval,INV-0012,承認,2024-12-20 06:47:37,EMP-016
invoice-approval,INV-0012,支払予定登録,2024-12-20 12:51:05,EMP-015
invoice-approval,INV-0012,支払実行,2025-01-06 12:51:05,SYSTEM
invoice-approval,INV-0013,請求書受領,2024-10-12 19:03:00,SYSTEM
invoice-approval,INV-0013,検証割当,2024-10-12 20:07:53,EMP-015
invoice-approval,INV-0013,検証完了,2024-10-13 11:12:45,EMP-015
invoice-approval,INV-0013,承認,2024-10-14 11:51:41,EMP-016
invoice-approval,INV-0013,支払予定登録,2024-10-14 16:50:11,EMP-015
invoice-approval,INV-0013,支払実行,2024-10-24 16:50:11,SYSTEM
invoice-approval,INV-0014,請求書受領,2024-09-08 10:15:00,SYSTEM
invoice-approval,INV-0014,検証割当,2024-09-08 13:33:58,EMP-015
invoice-approval,INV-0014,検証完了,2024-09-08 19:27:37,EMP-015
invoice-approval,INV-0014,承認,2024-09-09 23:40:56,EMP-016
invoice-approval,INV-0014,支払予定登録,2024-09-10 03:57:14,EMP-015
invoice-approval,INV-0014,支払実行,2024-09-22 03:57:14,SYSTEM
invoice-approval,INV-0015,請求書受領,2024-08-23 14:51:00,SYSTEM
invoice-approval,INV-0015,検証割当,2024-08-23 19:51:40,EMP-015
invoice-approval,INV-0015,検証完了,2024-08-23 23:05:36,EMP-015
invoice-approval,INV-0015,承認,2024-08-24 17:00:00,EMP-016
invoice-approval,INV-0015,支払予定登録,2024-08-25 00:53:03,EMP-015
invoice-approval,INV-0015,支払実行,2024-09-22 00:53:03,SYSTEM
invoice-approval,INV-0016,請求書受領,2024-01-10 03:25:00,SYSTEM
invoice-approval,INV-0016,検証割当,2024-01-10 07:18:10,EMP-015
invoice-approval,INV-0016,エラー検出,2024-01-10 17:06:10,EMP-015
invoice-approval,INV-0016,ベンダー問合せ,2024-01-10 22:55:14,EMP-015
invoice-approval,INV-0016,修正受領,2024-01-15 22:55:14,SYSTEM
invoice-approval,INV-0016,検証完了,2024-01-15 22:55:14,EMP-015
invoice-approval,INV-0016,承認,2024-01-17 21:18:01,EMP-016
invoice-approval,INV-0016,支払予定登録,2024-01-18 03:07:31,EMP-015
invoice-approval,INV-0016,支払実行,2024-02-08 03:07:31,SYSTEM
invoice-approval,INV-0017,請求書受領,2024-04-15 20:42:00,SYSTEM
invoice-approval,INV-0017,検証割当,2024-04-16 00:53:36,EMP-015
invoice-approval,INV-0017,検証完了,2024-04-16 07:39:55,EMP-015
invoice-approval,INV-0017,承認,2024-04-17 23:35:43,EMP-016
invoice-approval,INV-0017,支払予定登録,2024-04-18 06:39:40,EMP-015
invoice-approval,INV-0017,支払実行,2024-05-03 06:39:40,SYSTEM
invoice-approval,INV-0018,請求書受領,2024-11-13 19:30:00,SYSTEM
invoice-approval,INV-0018,検証割当,2024-11-14 01:30:59,EMP-015
invoice-approval,INV-0018,検証完了,2024-11-14 08:36:09,EMP-015
invoice-approval,INV-0018,承認,2024-11-14 16:53:23,EMP-016
invoice-approval,INV-0018,支払予定登録,2024-11-14 22:50:36,EMP-015
invoice-approval,INV-0018,支払実行,2024-11-19 22:50:36,SYSTEM
invoice-approval,INV-0019,請求書受領,2024-06-30 20:51:00,SYSTEM
invoice-approval,INV-0019,検証割当,2024-06-30 23:53:37,EMP-015
invoice-approval,INV-0019,検証完了,2024-07-01 09:12:06,EMP-015
invoice-approval,INV-0019,承認,2024-07-01 15:12:57,EMP-016
invoice-approval,INV-0019,支払予定登録,2024-07-01 18:12:03,EMP-015
invoice-approval,INV-0019,支払実行,2024-07-10 18:12:03,SYSTEM
invoice-approval,INV-0020,請求書受領,2024-07-28 03:16:00,SYSTEM
invoice-approval,INV-0020,検証割当,2024-07-28 08:32:33,EMP-015
invoice-approval,INV-0020,検証完了,2024-07-28 13:10:05,EMP-015
invoice-approval,INV-0020,承認,2024-07-29 10:27:20,EMP-016
invoice-approval,INV-0020,支払予定登録,2024-07-29 15:11:52,EMP-015
invoice-approval,INV-0020,支払実行,2024-08-28 15:11:52,SYSTEM
invoice-approval,INV-0021,請求書受領,2024-06-22 03:48:00,SYSTEM
invoice-approval,INV-0021,検証割当,2024-06-22 07:42:04,EMP-015
invoice-approval,INV-0021,検証完了,2024-06-22 22:40:26,EMP-015
invoice-approval,INV-0021,承認,2024-06-24 04:34:54,EMP-016
invoice-approval,INV-0021,支払予定登録,2024-06-24 11:12:52,EMP-015
invoice-approval,INV-0021,支払実行,2024-07-13 11:12:52,SYSTEM
invoice-approval,INV-0022,請求書受領,2024-12-03 18:32:00,SYSTEM
invoice-approval,INV-0022,検証割当,2024-12-03 20:28:32,EMP-015
invoice-approval,INV-0022,検証完了,2024-12-04 05:27:33,EMP-015
invoice-approval,INV-0022,承認,2024-12-04 11:35:47,EMP-016
invoice-approval,INV-0022,支払予定登録,2024-12-04 19:12:30,EMP-015
invoice-approval,INV-0022,支払実行,2024-12-27 19:12:30,SYSTEM
invoice-approval,INV-0023,請求書受領,2024-09-17 05:44:00,SYSTEM
invoice-approval,INV-0023,検証割当,2024-09-17 10:46:59,EMP-015
invoice-approval,INV-0023,エラー検出,2024-09-17 23:00:36,EMP-015
invoice-approval,INV-0023,ベンダー問合せ,2024-09-18 10:45:29,EMP-015
invoice-approval,INV-0023,修正受領,2024-09-23 10:45:29,SYSTEM
invoice-approval,INV-0023,検証完了,2024-09-23 10:45:29,EMP-015
invoice-approval,INV-0023,承認,2024-09-24 17:25:45,EMP-016
invoice-approval,INV-0023,支払予定登録,2024-09-24 21:21:37,EMP-015
invoice-approval,INV-0023,支払実行,2024-10-11 21:21:37,SYSTEM
invoice-approval,INV-0024,請求書受領,2024-11-07 22:48:00,SYSTEM
invoice-approval,INV-0024,検証割当,2024-11-08 01:32:15,EMP-015
invoice-approval,INV-0024,検証完了,2024-11-08 09:06:28,EMP-015
invoice-approval,INV-0024,承認,2024-11-09 02:03:05,EMP-016
invoice-approval,INV-0024,支払予定登録,2024-11-09 08:52:48,EMP-015
invoice-approval,INV-0024,支払実行,2024-11-18 08:52:48,SYSTEM
invoice-approval,INV-0025,請求書受領,2024-11-04 22:56:00,SYSTEM
invoice-approval,INV-0025,検証割当,2024-11-05 05:10:20,EMP-015
invoice-approval,INV-0025,検証完了,2024-11-05 11:21:25,EMP-015
invoice-approval,INV-0025,承認,2024-11-07 05:13:41,EMP-016
invoice-approval,INV-0025,支払予定登録,2024-11-07 11:29:58,EMP-015
invoice-approval,INV-0025,支払実行,2024-11-29 11:29:58,SYSTEM
invoice-approval,INV-0026,請求書受領,2024-04-21 06:13:00,SYSTEM
invoice-approval,INV-0026,検証割当,2024-04-21 11:35:09,EMP-015
invoice-approval,INV-0026,検証完了,2024-04-21 17:39:14,EMP-015
invoice-approval,INV-0026,承認,2024-04-23 03:14:18,EMP-016
invoice-approval,INV-0026,支払予定登録,2024-04-23 11:07:35,EMP-015
invoice-approval,INV-0026,支払実行,2024-05-18 11:07:35,SYSTEM
invoice-approval,INV-0027,請求書受領,2024-09-14 17:44:00,SYSTEM
invoice-approval,INV-0027,検証割当,2024-09-14 23:11:29,EMP-015
invoice-approval,INV-0027,検証完了,2024-09-15 11:08:11,EMP-015
invoice-approval,INV-0027,承認,2024-09-16 15:52:36,EMP-016
invoice-approval,INV-0027,支払予定登録,2024-09-16 21:22:24,EMP-015
invoice-approval,INV-0027,支払実行,2024-10-12 21:22:24,SYSTEM
invoice-approval,INV-0028,請求書受領,2024-08-01 21:47:00,SYSTEM
invoice-approval,INV-0028,検証割当,2024-08-02 05:02:25,EMP-015
invoice-approval,INV-0028,検証完了,2024-08-02 14:30:54,EMP-015
invoice-approval,INV-0028,承認,2024-08-03 13:06:00,EMP-016
invoice-approval,INV-0028,支払予定登録,2024-08-03 15:10:35,EMP-015
invoice-approval,INV-0028,支払実行,2024-08-11 15:10:35,SYSTEM
invoice-approval,INV-0029,請求書受領,2024-07-14 04:03:00,SYSTEM
invoice-approval,INV-0029,検証割当,2024-07-14 09:44:30,EMP-015
invoice-approval,INV-0029,検証完了,2024-07-14 14:32:25,EMP-015
invoice-approval,INV-0029,承認,2024-07-15 01:37:17,EMP-016
invoice-approval,INV-0029,支払予定登録,2024-07-15 05:20:28,EMP-015
invoice-approval,INV-0029,支払実行,2024-07-28 05:20:28,SYSTEM
invoice-approval,INV-0030,請求書受領,2024-02-01 22:50:00,SYSTEM
invoice-approval,INV-0030,検証割当,2024-02-02 01:53:57,EMP-015
invoice-approval,INV-0030,エラー検出,2024-02-02 14:26:58,EMP-015
invoice-approval,INV-0030,ベンダー問合せ,2024-02-03 10:43:48,EMP-015
invoice-approval,INV-0030,修正受領,2024-02-04 10:43:48,SYSTEM
invoice-approval,INV-0030,検証完了,2024-02-04 10:43:48,EMP-015
invoice-approval,INV-0030,承認,2024-02-05 17:50:20,EMP-016
invoice-approval,INV-0030,支払予定登録,2024-02-05 23:53:31,EMP-015
invoice-approval,INV-0030,支払実行,2024-02-27 23:53:31,SYSTEM
invoice-approval,INV-0031,請求書受領,2024-04-24 23:41:00,SYSTEM
invoice-approval,INV-0031,検証割当,2024-04-25 04:36:44,EMP-015
invoice-approval,INV-0031,検証完了,2024-04-25 09:56:18,EMP-015
invoice-approval,INV-0031,承認,2024-04-27 01:05:12,EMP-016
invoice-approval,INV-0031,支払予定登録,2024-04-27 04:48:45,EMP-015
invoice-approval,INV-0031,支払実行,2024-05-23 04:48:45,SYSTEM
invoice-approval,INV-0032,請求書受領,2024-07-14 12:26:00,SYSTEM
invoice-approval,INV-0032,検証割当,2024-07-14 20:07:48,EMP-015
invoice-approval,INV-0032,検証完了,2024-07-15 11:47:30,EMP-015
invoice-approval,INV-0032,承認,2024-07-16 16:05:06,EMP-016
invoice-approval,INV-0032,支払予定登録,2024-07-16 18:09:46,EMP-015
invoice-approval,INV-0032,支払実行,2024-07-29 18:09:46,SYSTEM
invoice-approval,INV-0033,請求書受領,2024-11-13 14:53:00,SYSTEM
invoice-approval,INV-0033,検証割当,2024-11-13 17:27:43,EMP-015
invoice-approval,INV-0033,検証完了,2024-11-14 04:20:06,EMP-015
invoice-approval,INV-0033,承認,2024-11-15 00:30:56,EMP-016
invoice-approval,INV-0033,支払予定登録,2024-11-15 06:02:46,EMP-015
invoice-approval,INV-0033,支払実行,2024-12-13 06:02:46,SYSTEM
invoice-approval,INV-0034,請求書受領,2024-04-10 23:12:00,SYSTEM
invoice-approval,INV-0034,検証割当,2024-04-11 02:15:33,EMP-015
invoice-approval,INV-0034,検証完了,2024-04-11 06:44:35,EMP-015
invoice-approval,INV-0034,承認,2024-04-11 18:58:12,EMP-016
invoice-approval,INV-0034,支払予定登録,2024-04-11 22:00:46,EMP-015
invoice-approval,INV-0034,支払実行,2024-05-02 22:00:46,SYSTEM
invoice-approval,INV-0035,請求書受領,2024-07-12 01:27:00,SYSTEM
invoice-approval,INV-0035,検証割当,2024-07-12 04:24:13,EMP-015
invoice-approval,INV-0035,検証完了,2024-07-12 10:06:11,EMP-015
invoice-approval,INV-0035,承認,2024-07-14 03:19:39,EMP-016
invoice-approval,INV-0035,支払予定登録,2024-07-14 05:21:41,EMP-015
invoice-approval,INV-0035,支払実行,2024-08-02 05:21:41,SYSTEM
invoice-approval,INV-0036,請求書受領,2024-03-20 01:09:00,SYSTEM
invoice-approval,INV-0036,検証割当,2024-03-20 08:39:01,EMP-015
invoice-approval,INV-0036,検証完了,2024-03-20 19:00:24,EMP-015
invoice-approval,INV-0036,承認,2024-03-22 02:31:22,EMP-016
invoice-approval,INV-0036,支払予定登録,2024-03-22 09:34:54,EMP-015
invoice-approval,INV-0036,支払実行,2024-04-05 09:34:54,SYSTEM
invoice-approval,INV-0037,請求書受領,2024-10-20 17:22:00,SYSTEM
invoice-approval,INV-0037,検証割当,2024-10-20 18:52:36,EMP-015
invoice-approval,INV-0037,検証完了,2024-10-21 06:47:03,EMP-015
invoice-approval,INV-0037,承認,2024-10-23 04:53:30,EMP-016
invoice-approval,INV-0037,支払予定登録,2024-10-23 10:00:55,EMP-015
invoice-approval,INV-0037,支払実行,2024-11-22 10:00:55,SYSTEM
invoice-approval,INV-0038,請求書受領,2024-03-22 13:34:00,SYSTEM
invoice-approval,INV-0038,検証割当,2024-03-22 18:19:33,EMP-015
invoice-approval,INV-0038,検証完了,2024-03-22 21:36:47,EMP-015
invoice-approval,INV-0038,承認,2024-03-23 11:00:02,EMP-016
invoice-approval,INV-0038,支払予定登録,2024-03-23 14:59:31,EMP-015
invoice-approval,INV-0038,支払実行,2024-04-08 14:59:31,SYSTEM
invoice-approval,INV-0039,請求書受領,2024-04-21 19:33:00,SYSTEM
invoice-approval,INV-0039,検証割当,2024-04-21 23:52:26,EMP-015
invoice-approval,INV-0039,検証完了,2024-04-22 09:43:57,EMP-015
invoice-approval,INV-0039,承認,2024-04-23 18:18:06,EMP-016
invoice-approval,INV-0039,支払予定登録,2024-04-23 20:59:24,EMP-015
invoice-approval,INV-0039,支払実行,2024-05-09 20:59:24,SYSTEM
invoice-approval,INV-0040,請求書受領,2024-05-03 20:39:00,SYSTEM
invoice-approval,INV-0040,検証割当,2024-05-04 04:04:48,EMP-015
invoice-approval,INV-0040,エラー検出,2024-05-04 09:29:37,EMP-015
invoice-approval,INV-0040,ベンダー問合せ,2024-05-05 07:12:25,EMP-015
invoice-approval,INV-0040,修正受領,2024-05-09 07:12:25,SYSTEM
invoice-approval,INV-0040,検証完了,2024-05-09 07:12:25,EMP-015
invoice-approval,INV-0040,承認,2024-05-11 03:30:29,EMP-016
invoice-approval,INV-0040,支払予定登録,2024-05-11 11:10:40,EMP-015
invoice-approval,INV-0040,支払実行,2024-05-28 11:10:40,SYSTEM
invoice-approval,INV-0041,請求書受領,2024-10-03 23:18:00,SYSTEM
invoice-approval,INV-0041,検証割当,2024-10-04 00:28:22,EMP-015
invoice-approval,INV-0041,検証完了,2024-10-04 09:42:32,EMP-015
invoice-approval,INV-0041,承認,2024-10-05 12:20:19,EMP-016
invoice-approval,INV-0041,支払予定登録,2024-10-05 17:23:27,EMP-015
invoice-approval,INV-0041,支払実行,2024-10-25 17:23:27,SYSTEM
invoice-approval,INV-0042,請求書受領,2024-05-31 20:12:00,SYSTEM
invoice-approval,INV-0042,検証割当,2024-05-31 23:26:31,EMP-015
invoice-approval,INV-0042,エラー検出,2024-06-01 02:35:42,EMP-015
invoice-approval,INV-0042,ベンダー問合せ,2024-06-02 02:01:39,EMP-015
invoice-approval,INV-0042,修正受領,2024-06-07 02:01:39,SYSTEM
invoice-approval,INV-0042,検証完了,2024-06-07 02:01:39,EMP-015
invoice-approval,INV-0042,承認,2024-06-08 05:29:19,EMP-016
invoice-approval,INV-0042,支払予定登録,2024-06-08 11:15:00,EMP-015
invoice-approval,INV-0042,支払実行,2024-06-19 11:15:00,SYSTEM
invoice-approval,INV-0043,請求書受領,2024-11-18 06:55:00,SYSTEM
invoice-approval,INV-0043,検証割当,2024-11-18 12:42:52,EMP-015
invoice-approval,INV-0043,検証完了,2024-11-19 02:24:49,EMP-015
invoice-approval,INV-0043,承認,2024-11-20 18:52:43,EMP-016
invoice-approval,INV-0043,支払予定登録,2024-11-21 02:09:02,EMP-015
invoice-approval,INV-0043,支払実行,2024-12-19 02:09:02,SYSTEM
invoice-approval,INV-0044,請求書受領,2024-08-10 20:52:00,SYSTEM
invoice-approval,INV-0044,検証割当,2024-08-11 04:26:41,EMP-015
invoice-approval,INV-0044,検証完了,2024-08-11 16:54:05,EMP-015
invoice-approval,INV-0044,承認,2024-08-12 17:06:26,EMP-016
invoice-approval,INV-0044,支払予定登録,2024-08-12 21:05:51,EMP-015
invoice-approval,INV-0044,支払実行,2024-08-19 21:05:51,SYSTEM
invoice-approval,INV-0045,請求書受領,2024-01-28 05:50:00,SYSTEM
invoice-approval,INV-0045,検証割当,2024-01-28 08:35:48,EMP-015
invoice-approval,INV-0045,検証完了,2024-01-28 11:34:58,EMP-015
invoice-approval,INV-0045,承認,2024-01-30 07:39:58,EMP-016
invoice-approval,INV-0045,支払予定登録,2024-01-30 12:06:43,EMP-015
invoice-approval,INV-0045,支払実行,2024-02-18 12:06:43,SYSTEM
invoice-approval,INV-0046,請求書受領,2024-07-26 13:20:00,SYSTEM
invoice-approval,INV-0046,検証割当,2024-07-26 14:27:05,EMP-015
invoice-approval,INV-0046,検証完了,2024-07-27 01:52:39,EMP-015
invoice-approval,INV-0046,承認,2024-07-28 10:06:01,EMP-016
invoice-approval,INV-0046,支払予定登録,2024-07-28 15:48:37,EMP-015
invoice-approval,INV-0046,支払実行,2024-08-26 15:48:37,SYSTEM
invoice-approval,INV-0047,請求書受領,2024-10-26 01:44:00,SYSTEM
invoice-approval,INV-0047,検証割当,2024-10-26 08:40:15,EMP-015
